geoname	geoname1	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	geonameId	latitude	longitude
Straßburg	Straßburg	Straßburg i. E.	Straßburg, Elsaß	Straßburg/Elsass	Straßburg/Elsaß					2973783	48.58392	7.74553
	Stromberg im Thale (Rheinland)											
Strümpfelbrunn (Odenwald)	Strümpfelbrunn (Odenwald)									2825629	49.46425	9.07887
Stuttgart	Stuttgart	Stuttgart, Königliches Naturalienkabinet								2825297	48.78232	9.17702
	Suaheli											
Sudan	Sudan									366755	16	30
	Sudan, Kamerun, Loango											
Sultanabad	Sultanabad									143127	34.09493	49.69809
Sulu-Archipel (Philippinen)	Sulu-Archipel (Philippinen)									1685367	6	121
Sumatra	Sumatra									1626198	0	102
Sumatra (Batak)	Sumatra (Batak)									6716409	3.0971	99.0513
Sumatra (Indonesien)	Sumatra (Indonesien)									1626198	0	102
	Sumatra, Java											
Sunda-Inseln	Sunda-Inseln									1643789	0	110
Surinam	Surinam	Suriname								3382998	4	-56
Sutherlands	Sutherlands									2060794	-34.15445	139.22232
Swahili	Swahili									179705	-0.05	34.75
	Swat (Panjâb)	Swat-Gebiet (Nordwest-Indien)										
Swinemünde	Swinemünde									3083955	53.91053	14.24712
Sydney	Sydney	Sydney (Australien)								2147714	-33.86785	151.20732
Syrien	Syrien									163843	35	38
	São Luíz de Cáceres (Matto Grosso, Brasilien)											
	Süd- Ostasien											
	Süd- und Südostasien											
Süd-Angola	Süd-Angola									2049524	41.01264	128.86188
	Süd-Brasilien											
Süd-Grönland	Süd-Grönland									5228211	43.6302	-97.1885
Süd-Indien	Süd-Indien									5228302	44.54778	-99.00494
Süd-Kamerun	Süd-Kamerun									4573237	33.55765	-80.71453
Süd-Peru	Süd-Peru									4590044	33.42045	-79.98674
Südafrika	Südafrika									953987	-29	24
	Südafrika (Kubub)											
	Südafrika (Namaland)											
Südafrika (Natal)	Südafrika (Natal)									1007311	-29.8579	31.0292
	Südafrika (New Rhodesia)											
	Südafrika (Victoria-Falls)											
	Südafrikanische Republik (Transvaal)											
Südamerika	Südamerika									6255150	-14.60485	-57.65625
	Südbrasilien											
	Südende (bei Berlin)											
	Südkamerun											
	Südost-Ecuador											
	Südost-Kamerun											
	Südost-Venezuela											
	Südrussland											
Südsee	Südsee									13383448	53.82205	8.87638
	Südwestafrika											
Tahiti	Tahiti									4033649	-17.65601	-149.41916
Taiwan (Formosa)	Taiwan (Formosa)									1668284	24	121
Takaoka (Japan)	Takaoka (Japan)									1851032	36.75	137.01667
	Tami-Insel											
	Tananarivo (Madagaskar)											
Tanga	Tanga									4032283	-20	-175
Tanger (Marokko)	Tanger (Marokko)									2530335	35.76727	-5.79975
Tansania	Tansania									149590	-6	35
	Tapiau (Ostpreußen)											
	Taquara de mundo novo (Rio Grande do Sul)											
Tarija (Bolivien)	Tarija (Bolivien)									3903320	-21.53549	-64.72956
Tarnopol/Ternopol (Ukraine)	Tarnopol/Ternopol (Ukraine)									691650	49.55404	25.59067
Tarnowitz	Tarnowitz									3083440	50.44548	18.86147
Taschkent	Taschkent									1512569	41.26465	69.21627
Tasmanien (Australien)	Tasmanien (Australien)									2163355	-42.87936	147.32941
Teheran	Teheran									112931	35.69439	51.42151
Tehuantepec (Mexiko)	Tehuantepec (Mexiko)									3516843	16.32463	-95.24104
Telok-Betong	Telok-Betong									1779105	2316	104.0959
Tempelhof (bei Berlin)	Tempelhof (bei Berlin)									6944089	52.4849	13.3429
Teneriffa	Teneriffa									2511174	28.46824	-16.25462
	Tentsin (China)											
Teotihuacan (Mexiko)	Teotihuacan (Mexiko)	Teotihuacán (Mexiko)								3515936	19.69315	-98.84286
Teplitz	Teplitz									3064288	50.6404	13.82451
Tervuren (Belgien)	Tervuren (Belgien)									2785622	50.82372	4.51418
Tete	Tete									1026010	-15.5	33
	Tetschen (Österreich)											
	Texas (Vereinigte Staaten USA)											
Thailand	Thailand									1605651	15.5	101
Tharandt	Tharandt	Tharandt (Sachsen)								2822939	50.98525	13.58035
	Thonghat (Tongkah, Tongkat) (Siam)											
Thorn	Thorn									2746342	51.16167	5.84167
	Tianjin und Beijing (Peking) (China)											
	Tianjin/und oder Shanghai*											
Tibet	Tibet									1280737	29.65	91.1
Tientsin (China)	Tientsin (China)									1792947	39.14222	117.17667
Tilcara (Argentinien)	Tilcara (Argentinien)									3834402	-23.5	-65.33333
Tilsit	Tilsit									490068	55.08392	21.87851
Timor	Timor									1966436	-8.83333	125.75
	Tinwalde, Kr. Löbau (Westpreußen)											
Togo	Togo	Togo (Hinterland)								2363686	8.66667	1.08333
Tokai (Japan)	Tokai (Japan)									1850221	35	137.5
Tokio	Tokio	Tokio (Tôkyô) (Japan)	Tokyo							1850147	35.6895	139.69171
Tonga	Tonga									4032283	-20	-175
	Tongwe Mseguha											
Tonkin (Vietnam)	Tonkin (Vietnam)									1591445	22	105
Torgau	Torgau									2821807	51.56016	12.99617
Tosari (Java)	Tosari (Java)									1623321	-7.8819	112.9016
Transvaal	Transvaal	Transvaal (Südafrika)	Transvaal-Middelburg (Südafrika)							971534	-25.47512	30.96935
	Trebbin (Prov. Brandenburg)											
Treptow	Treptow									2821292	52.48863	13.4586
Treuen (Mecklenburg-Vorpommern)	Treuen (Mecklenburg-Vorpommern)									2821250	54.02088	13.17329
	Triebes bei Gera (Thüringen)											
Triest	Triest	Triest (Trieste)								3165185	45.64953	13.77678
Tring (England ?)	Tring (England ?)									2635459	51.79471	-0.65824
Tripolis	Tripolis									2210247	32.88743	13.18733
	Troizkosafsk (Troitzkosawsk/Sibirien)											
Tromsø	Tromsø									3133895	69.6489	18.95508
Trondheim (Norwegen)	Trondheim (Norwegen)									3133880	63.43049	10.39506
Truck	Truck									11127481	29.35	40.26
Trujillo (Peru)	Trujillo (Peru)									3691175	-8.11599	-79.02998
Tschad (Chad)	Tschad (Chad)									2434508	15	19
	Tschadseegebiet											
	Tscheidt (Landkreis Ratibor / Oberschlesien)											
	Tsi-nanfu (China)	Tsinanfu (China)										
Tsingtau (Qingdao)	Tsingtau (Qingdao)									1797929	36.06488	120.38042
Tuchel	Tuchel									327302	16.06022	37.96715
Tucson (Arizona)	Tucson (Arizona)									5318313	32.22174	-110.92648
Tucumán (Argentinien)	Tucumán (Argentinien)									3836873	-26.81601	-65.21051
Tumaco	Tumaco									3666640	1.79112	-78.79275
Tunis	Tunis									2464461	34	9
Turkmenistan	Turkmenistan									1218197	39.75	59.66667
Tübingen	Tübingen									2820860	48.52266	9.05222
Tübingen-Bebenhausen	Tübingen-Bebenhausen									2951811	48.55923	9.06218
Türkei	Türkei									298795	39	35
Təbriz (Täbriz)	Təbriz (Täbriz)	Təbriz (Täbriz) (Persien)								113646	38.08	46.2919
Uelzen	Uelzen									6557455	52.96753	10.56153
Uganda	Uganda									226074	1.25	32.5
	Uhehe											
	Ukunga, Katanga											
Ulm	Ulm									2820256	48.39841	9.99155
Umtali	Umtali	Umtali (Rhodesien)								879647	-19.28333	32.75
	Upapua											
Upsala (Schweden)	Upsala (Schweden)									2666199	59.85882	17.63889
	Urioste (Spanien)											
Uruguay	Uruguay									3439705	-33	-56
	Urumiah	Urumiah (Persien)										
Usambara	Usambara	Usambara (Ostafrika)								149148	-4.75	38.5
Utrecht (Niederlande)	Utrecht (Niederlande)									2745912	52.09083	5.12222
	Valle de Chevreuse											
Valparaiso	Valparaiso	Valparaiso (Chile)								3868626	-33036	-71.62963
Vancouver (British Colombia)	Vancouver (British Colombia)									6173331	49.24966	-123.11934
Vannes (Morbihan)	Vannes (Morbihan)									2970777	47.65688	-2.76205
	Varel (Oldenburg)											
Vaucresson (Frankreich)	Vaucresson (Frankreich)									2970540	48.84078	2.15652
Vegesack	Vegesack	Vegesack (bei Bremen)								2817783	53.17923	8.62228
Venezuela	Venezuela									3625428	8	-66
Veracruz	Veracruz	Veracruz (Mexiko)								3514780	19.33333	-96.66667
Vereinigte Staaten (USA)	Vereinigte Staaten (USA)									6252001	39.76	-98.5
	Verneuil l´Etange											
	Verwaltungsbezirk, Moschi											
Vevey (Schweiz)	Vevey (Schweiz)									2658145	46.46299	6.84345
Vicoforte	Vicoforte									3164405	44.35	7.9
	Victoria (Austalien)											
Victoria (Kamerun)	Victoria (Kamerun)									2229411	4.02356	9.20607
Victoriasee (Tanzania)	Victoriasee (Tanzania)	Victoriasee, Ukerewe (Tanzania)								148996	-1	33
Vigan (Philippinen)	Vigan (Philippinen)									1679980	17.57472	120.38694
Vista Alegre (Brasilien)	Vista Alegre (Brasilien)									7538297	-22.82888	-43.31605
Voerde (Westfalen)	Voerde (Westfalen)									2817065	51.59703	6.6863
	Vorder-Indien	Vorderindien										
	Vuatom, Neu-Pommern											
Vöslau (Niederösterreich)	Vöslau (Niederösterreich)									2782043	47.96533	16.21359
	Wahrenbrück/Liebenwerda (Sachsen)											
Waldhausen	Waldhausen									2762012	48.27377	14.9475
	Waldheim bei Finkenkrug											
Walfisch Bay	Walfisch Bay									3359638	-22.9575	14.50528
Waltersdorf	Waltersdorf									6550421	50.8333	11.75
	Wansee											
Waren (Mecklenburg)	Waren (Mecklenburg)									2814131	53.5204	12.67985
Warmbrunn	Warmbrunn									3101367	50.86545	15.68367
Warschau (Polen)	Warschau (Polen)									756135	52.22977	21.01178
	Washington (Vereinigte Staaten, USA)	Washington D.C. (Vereinigte Staaten, USA)										
Wasiba	Wasiba									2083726	-5.13434	142.7474
	Wassandaui (Tanzania)											
	Watindiga											
Weidasville (Pennsylvania)	Weidasville (Pennsylvania)									5218367	40.63843	-75.64547
	Weilheim an der Teck											
	Weimar	Weimar in Thüringen										
	Weißenbach/b. Liezen (Steiermark)											
	Weißenfels											
	Weißer Hirsch (Dresden)	Weißer Hirsch (bei Dresden)										
	Wenden (Livland)											
	Wendisch-Tychow	Wendisch-Tychow (Pommern)										
	Werder (bei Preschen)											
	Wernigerode											
	Wesel											
	West-Brasilien											
	West-Ecuador											
	West-Grönland (nördlich)											
	West-Sumatra											
	West-Usambara											
	Westafrika	Westafrika?										
	Westafrika (Frz. Zentralafrika)											
	Westafrika (Loango-Gebiet)											
	Westafrika (Tschadseeländer)											
	Westafrika, Angola											
	Westafrika, Ashanti											
	Westafrika, Bamum											
	Westafrika, Benin											
	Westafrika, Dahome											
	Westafrika, Elfenbeinküste											
	Westafrika, Französisch-Kongo, Kongo-Staat											
	Westafrika, Kamerun											
	Westafrika, Kamerun, Kongo											
	Westafrika, Liberia, Cap Palmas											
	Westafrika, Loango											
	Westafrika, Mittlerer Sudan											
	Westafrika, Tikar											
	Westafrika, Uelle-Gebiet											
	Westbrasilien											
	Westend											
	Westerville (New York)											
	Westturkestan											
	Wien	Wien (Kaisertum Österreich)	Wien (Österreich)									
	Wiesbaden											
	Wiesentheid (Unterfranken)											
	Wilhelmshafen	Wilhelmshaven										
	Willmersdorf bei Berlin	Wilmersdorf	Wilmersdorf (bei Berlin)									
	Wilmersdorf-Halensee											
	Wilna											
	Wimbledon	Wimbledon (Großbritannien)										
	Windhoek	Windhoek (Deutsch-Südwestafrika)	Windhoek (Namibia)	Windhuk								
	Winterstein (in Thüringen ?)											
	Wirballen (Kybartai)											
	Wismar											
	Wito (Ostafrika)											
	Wittgensdorf											
	Wittislingen											
	Witzenhausen											
	Wladikawkas											
	Wladiwostok											
	Wollin											
	Wolsier (Westhavelland)											
	Woltorf bei Peine											
	Woodlark-Insel											
	Wreschen											
	Wuppertal-Barmen											
	Wurzen											
	Würzburg											
	Yaguarazapa (Paraguay)											
	Yap	Yap, April 1906 - März 1907, 1909										
	Yaunde											
	Yenangyoung (Burma)											
	Yendi (Uendi)											
	Yokohama	Yokohama (Japan)										
	Yukatan											
	Zacatecas											
	Zanzibar											
	Zavod											
	Zeitz											
	Zentral-Australien											
	Zentral-Brasilien											
	Zentralafrika											
	Zernsdorf (Königswusterhausen)											
	Zibelle (Oberlausitz)											
	Ziersdorf (Mecklenburg-Schwerin)											
	Zivilsk (Gouvernement Kasan)											
	Zoeschen (Zöschen)											
	Zondab-Revier (Südafrika)											
	Zoppot, (nicht: Berlin-Grunewald)											
	Zuni Pueblo											
	Zweibrücken											
	Zwickau (Sachsen)											
	Zöschen (bei Merseburg)											
	Zürich	Zürich (Schweiz)										
	am Kilimandjaro											
	an den Banjo-Bergen (bei Banjo/Banyo)											
	oberer Mungo (Kamerun)											
	südliches Afrika											
	westlicher Teil von Kambodscha											
	Ägypten	Ägypten, Nubien										
	Äthiopien											
	Österreich											
	Überlingen am Bodensee											
